Year,Month,Day,Hour,Minute,Car Data,Temperature [C],Pressure [hPa],Humidity [%],Wind Speed [km/h],Wind Direction [deg],Cloud Cover [%],Precipitation Type,Precipitation Amount [cm],CO2 ppm,Std dev CO2,No. CO2 Measurements
2016,12,2,1,0,996.0,5.27,1005,62,14.76,250,20,None,0,430.933,3.18092,2122
2016,12,2,2,0,670.0,4.94,1006,64,20.52,250,1,None,0,433.183,1.84057,2122
2016,12,2,3,0,597.0,4.6,1006,64,22.32,260,1,None,0,432.655,2.80733,2121
2016,12,2,4,0,1309.0,3.5,1007,67,24.12,250,1,None,0,434.169,3.28219,2119
2016,12,2,5,0,3674.0,3.33,1007,69,20.52,250,1,None,0,440.734,3.30024,2122
2016,12,2,6,0,7926.0,3.04,1007,69,25.92,250,1,None,0,442.212,3.21494,2122
2016,12,2,7,0,11303.0,3.03,1008,73,25.92,260,1,None,0,445.932,4.00087,2121
2016,12,2,8,0,11657.0,2.79,1008,69,24.12,260,20,None,0,444.195,5.28963,1972
2016,12,2,9,0,8850.0,4.11,1008,64,25.92,260,20,None,0,435.846,3.15653,2121
2016,12,2,10,0,7363.0,5.64,1009,64,22.32,250,20,None,0,429.88,2.97692,2122
2016,12,2,11,0,7151.0,7.7,1009,60,24.12,270,20,None,0,428.327,2.50673,2122
2016,12,2,12,0,7798.0,8.8,1008,51,29.52,290,20,None,0,428.582,2.78824,2122
2016,12,2,13,0,8563.0,9.1,1007,51,27.720000000000002,270,20,None,0,429.692,2.93685,2121
2016,12,2,14,0,10017.0,9.73,1007,49,24.12,270,40,None,0,428.774,3.46433,2122
2016,12,2,15,0,9939.0,9.01,1007,49,20.52,280,75,None,0,428.908,3.37876,2122
2016,12,2,16,0,10156.0,8.87,1007,49,24.12,260,75,None,0,433.759,3.9721,1975
2016,12,2,17,0,10892.0,8.19,1007,51,16.56,270,40,None,0,437.876,5.48419,2123
2016,12,2,18,0,9345.0,7.25,1007,53,16.56,250,20,None,0,451.311,3.75924,2120
2016,12,2,19,0,7890.0,6.9,1007,49,25.92,260,20,None,0,438.415,3.8565,2122
2016,12,2,20,0,5619.0,6.51,1007,57,16.56,230,20,None,0,431.614,2.61351,2123
2016,12,2,21,0,4970.0,5.92,1007,52,20.52,260,1,None,0,430.703,2.63388,2121
2016,12,2,22,0,3893.0,5.73,1007,54,29.52,260,1,None,0,429.881,3.42162,2123
2016,12,2,23,0,3277.0,5.54,1007,59,18.36,240,1,None,0,428.83,2.58067,2118
2016,12,3,0,0,2544.0,5.41,1007,59,22.32,270,75,None,0,426.799,2.05115,1974
2016,12,3,1,0,1676.0,5.4,1007,61,25.92,260,90,None,0,420.403,2.8742,2120
2016,12,3,2,0,1352.0,4.82,1007,61,18.36,280,40,None,0,417.983,2.70275,2121
2016,12,3,3,0,713.0,3.8,1008,69,22.32,320,75,None,0,419.522,2.00131,2122
2016,12,3,4,0,957.0,3.65,1008,72,20.52,290,20,None,0,418.945,1.62197,2120
2016,12,3,5,0,1755.0,3.8,1008,64,24.12,280,90,None,0,420.102,2.04209,2123
2016,12,3,6,0,2725.0,3.76,1008,61,18.36,270,90,None,0,419.233,2.39587,2123
2016,12,3,7,0,4202.0,3.75,1009,64,27.720000000000002,290,75,None,0,420.185,2.18003,2122
2016,12,3,8,0,5006.0,2.71,1009,64,25.92,280,40,None,0,416.792,1.73513,1974
2016,12,3,9,0,6148.0,3.81,1010,61,18.36,280,1,None,0,414.826,0.983754,2124
2016,12,3,10,0,7257.0,5,1011,56,31.680000000000003,290,20,None,0,414.732,1.00183,2121
2016,12,3,11,0,7907.0,5.66,1011,54,29.52,300,40,None,0,414.568,1.05128,2124
2016,12,3,12,0,8547.0,6.44,1011,52,31.680000000000003,310,75,None,0,415.096,1.37396,2122
2016,12,3,13,0,8418.0,6.46,1011,50,29.52,310,75,None,0,414.92,1.5787,2124
2016,12,3,14,0,7510.0,6.23,1012,52,31.680000000000003,300,40,None,0,415.412,1.96011,2118
2016,12,3,15,0,6546.0,6.76,1012,46,33.480000000000004,300,90,None,0,415.459,1.98872,2124
2016,12,3,16,0,7349.0,6.12,1012,46,22.32,290,75,None,0,415.923,1.71739,1973
2016,12,3,17,0,8450.0,5.56,1013,48,24.12,300,40,None,0,416.393,1.45633,2123
2016,12,3,18,0,7957.0,4.5,1014,52,25.92,320,40,None,0,418.694,1.94693,2124
2016,12,3,19,0,6417.0,3.73,1015,52,27.720000000000002,310,20,None,0,417.517,1.96028,2124
2016,12,3,20,0,4816.0,3.76,1017,54,24.12,310,20,None,0,415.248,1.32744,2122
2016,12,3,21,0,4612.0,2.71,1017,59,29.52,290,20,None,0,415.538,1.24194,2123
2016,12,3,22,0,5130.0,2.58,1017,58,24.12,310,20,None,0,416.815,1.25933,2123
2016,12,3,23,0,4090.0,2.67,1017,58,20.52,300,20,None,0,417.618,2.18923,2125
2016,12,4,0,0,2806.0,1.58,1017,61,20.52,320,20,None,0,416.744,1.9133,1975
2016,12,4,1,0,2057.0,0.98,1018,63,20.52,320,20,None,0,414.677,1.09002,2123
2016,12,4,2,0,1657.0,0.65,1018,58,16.56,310,20,None,0,416.39,3.16088,2125
2016,12,4,3,0,856.0,-0.14,1019,60,14.76,300,20,None,0,413.789,2.4107,2123
2016,12,4,4,0,663.0,0.08,1020,58,18.36,290,20,None,0,416.6,1.79805,2124
2016,12,4,5,0,1031.0,-0.15,1020,55,20.52,310,40,None,0,417.474,1.4439,2124
2016,12,4,6,0,1641.0,0.5,1020,55,14.76,300,40,None,0,416.482,1.62955,2123
2016,12,4,7,0,2402.0,0.77,1020,55,25.92,330,75,None,0,416.041,2.29626,2124
2016,12,4,8,0,3375.0,0.78,1021,55,14.76,320,40,None,0,415.382,1.86763,1978
2016,12,4,9,0,4534.0,0.84,1021,55,22.32,340,75,None,0,414.296,1.72245,2124
2016,12,4,10,0,6200.0,1.5,1022,53,24.12,310,75,None,0,413.624,1.69615,2125
2016,12,4,11,0,6738.0,1.67,1022,51,22.32,310,20,None,0,413.169,2.53188,2125
2016,12,4,12,0,7576.0,2.64,1021,50,20.52,320,20,None,0,413.357,1.77672,2125
2016,12,4,13,0,7268.0,3.76,1021,47,14.76,330,20,None,0,413.369,1.63084,2124
2016,12,4,14,0,7218.0,4.34,1021,44,16.56,310,1,None,0,413.543,2.00532,2123
2016,12,4,15,0,7273.0,4.71,1021,42,22.32,310,1,None,0,413.551,2.0653,2124
2016,12,4,16,0,7545.0,4.71,1021,42,20.52,310,20,None,0,419.515,3.91363,1972
2016,12,4,17,0,7457.0,3.86,1022,42,14.76,310,20,None,0,429.251,3.82418,2124
2016,12,4,18,0,6220.0,2.14,1022,44,12.96,340,20,None,0,430.141,4.09614,2125
2016,12,4,19,0,5617.0,0.9,1022,44,12.96,340,20,None,0,428.743,2.82804,2122
2016,12,4,20,0,4400.0,-0.36,1022,51,12.96,350,1,None,0,429.584,2.3828,2124
2016,12,4,21,0,3576.0,-0.84,1023,53,11.16,350,1,None,0,430.935,2.4118,2124
2016,12,4,22,0,2511.0,-1.41,1022,58,12.96,330,20,None,0,430.152,2.2806,2125
2016,12,4,23,0,1642.0,-1.8,1022,60,7.5600000000000005,320,20,None,0,427.189,3.40145,2125
2016,12,5,0,0,1123.0,-2.09,1022,63,7.5600000000000005,330,20,None,0,434.97,4.14589,1976
2016,12,5,1,0,627.0,-1.88,1021,63,7.5600000000000005,290,1,None,0,432.727,3.15829,2123
2016,12,5,2,0,446.0,-2.12,1021,66,9.360000000000001,320,1,None,0,437.574,2.27879,2123
2016,12,5,3,0,537.0,-1.95,1020,68,5.4,330,20,None,0,441.525,3.34683,2125
2016,12,5,4,0,1605.0,-1.65,1020,65,7.5600000000000005,320,1,None,0,442.716,3.84639,2123
2016,12,5,5,0,3950.0,-1.19,1020,65,7.5600000000000005,340,40,None,0,450.17,6.36218,2124
2016,12,5,6,0,6884.0,-1.36,1020,68,7.5600000000000005,330,90,None,0,480.263,10.1031,2122
2016,12,5,7,0,11351.0,-0.88,1018,68,3.384,141,90,None,0,488.154,5.76665,2123
2016,12,5,8,0,11093.0,-0.77,1018,78,7.5600000000000005,360,90,snow,3.1,518.557,7.99185,1968
2016,12,5,9,0,8863.0,-0.74,1018,92,5.4,10,90,snow,4.699999999999999,501.649,30.4321,2121
2016,12,5,10,0,7169.0,-0.4,1017,100,9.360000000000001,10,90,snow,3.7,456.601,4.9151,2122
2016,12,5,11,0,6344.0,0.58,1017,100,11.16,160,90,snow,3.5,459.372,6.31349,2123
2016,12,5,12,0,6454.0,1.3,1015,100,18.36,150,90,rain,4.6000000000000005,446.544,5.14318,2122
2016,12,5,13,0,6556.0,1.86,1014,95,12.96,150,90,rain,10,450.841,7.83859,2125
2016,12,5,14,0,8014.0,2.37,1013,100,14.76,170,90,rain,6.0,473.598,24.9835,2121
2016,12,5,15,0,8825.0,2.81,1013,95,11.16,210,90,rain,3.0,470.896,6.54657,2120
2016,12,5,16,0,9960.0,3.12,1013,85,18.36,260,75,None,0,478.838,13.1507,1976
2016,12,5,17,0,11010.0,2.21,1013,85,14.76,270,40,rain,1.0,475.348,7.59386,2121
2016,12,5,18,0,9130.0,1.18,1014,85,16.56,270,40,None,0,456.31,5.14465,2123
2016,12,5,19,0,6541.0,0.81,1014,85,20.52,260,20,None,0,462.145,4.84087,2121
2016,12,5,20,0,4741.0,1.08,1014,79,27.720000000000002,270,1,None,0,452.074,5.68513,2123
2016,12,5,21,0,4083.0,1.03,1014,79,14.76,290,20,None,0,446.583,3.85951,2123
2016,12,5,22,0,3001.0,1.36,1015,79,16.56,270,1,None,0,444.849,2.83902,2123
2016,12,5,23,0,1624.0,2.17,1015,75,22.32,270,1,None,0,446.857,3.4744,2122
2016,12,6,0,0,947.0,1.86,1015,78,16.56,290,1,None,0,444.797,4.57634,1969
2016,12,6,1,0,545.0,0.78,1016,78,12.96,290,1,None,0,445.395,3.23581,2123
2016,12,6,2,0,376.0,0.45,1016,78,14.76,290,1,None,0,449.706,6.93141,2122
2016,12,6,3,0,458.0,-0.12,1018,81,12.96,290,1,None,0,435.633,3.22772,2119
2016,12,6,4,0,1143.0,-0.5,1018,81,16.56,290,1,None,0,438.879,3.81843,2122
2016,12,6,5,0,3730.0,-0.63,1019,78,14.76,330,1,None,0,450.173,7.54164,2121
2016,12,6,6,0,8015.0,-1.41,1019,85,11.16,320,1,None,0,473.701,23.5948,2121
2016,12,6,7,0,11327.0,-0.95,1019,81,12.96,280,1,None,0,496.812,11.7651,2119
2016,12,6,8,0,11646.0,-1.26,1020,78,12.96,300,20,None,0,472.83,20.5006,1968
2016,12,6,9,0,9433.0,0.02,1020,75,7.5600000000000005,300,20,None,0,453.565,15.521,2122
2016,12,6,10,0,8110.0,1.67,1020,72,14.76,300,20,None,0,429.48,3.57937,2122
2016,12,6,11,0,6963.0,3.87,1021,67,22.32,320,20,None,0,428.49,3.33251,2124
2016,12,6,12,0,6920.0,5.24,1020,57,22.32,340,20,None,0,427.105,3.20184,2124
2016,12,6,13,0,7334.0,5.93,1019,52,18.36,320,75,None,0,428.005,3.50164,2123
2016,12,6,14,0,8675.0,5.94,1018,52,14.76,350,40,None,0,429.828,4.50542,2125
2016,12,6,15,0,10105.0,5.64,1018,52,9.360000000000001,20,75,None,0,431.951,5.48685,2124
2016,12,6,16,0,10456.0,5.04,1018,57,7.5600000000000005,70,75,None,0,434.307,5.28993,1945
2016,12,6,17,0,11224.0,4.03,1017,64,9.360000000000001,70,90,None,0,433.884,5.40833,2123
2016,12,6,18,0,9576.0,3.26,1016,67,14.76,70,90,None,0,434.544,5.87259,2125
2016,12,6,19,0,7224.0,2.59,1017,72,11.16,100,90,None,0,431.738,4.97306,2117
2016,12,6,20,0,5320.0,2.74,1017,73,7.5600000000000005,90,90,None,0,443.288,13.3149,2124
2016,12,6,21,0,4733.0,3.17,1017,70,11.16,110,90,None,0,459.056,6.63509,2121
2016,12,6,22,0,3275.0,3.14,1017,76,9.360000000000001,200,90,None,0,473.437,6.38607,2121
2016,12,6,23,0,1776.0,3.26,1016,70,8.244,83,90,None,0,473.185,5.45797,2121
2016,12,7,0,0,1011.0,2.78,1016,73,5.4,10,90,None,0,443.371,14.2903,1969
2016,12,7,1,0,579.0,3.55,1015,79,9.360000000000001,130,90,None,0,424.948,4.45826,2124
2016,12,7,2,0,313.0,3.35,1014,75,16.56,100,90,None,0,420.846,3.023,2123
2016,12,7,3,0,461.0,3.56,1014,75,16.56,80,90,None,0,419.893,2.7657,2124
2016,12,7,4,0,1160.0,3.28,1014,82,25.92,90,90,rain,5.0,419.226,2.8212,2124
2016,12,7,5,0,3658.0,3.29,1013,85,25.92,90,90,rain,6.5,431.056,13.0837,2125
2016,12,7,6,0,7786.0,3.2,1013,85,20.52,80,90,rain,5.1,428.244,8.59509,2124
2016,12,7,7,0,11537.0,3.12,1013,92,16.56,80,90,rain,6.7,449.634,10.4357,2124
2016,12,7,8,0,11566.0,3.43,1014,92,16.56,90,90,rain,5.0,448.207,3.55007,1971
2016,12,7,9,0,9838.0,3.24,1015,95,11.16,330,90,rain,3.5,453.498,4.53082,2123
2016,12,7,10,0,7981.0,2.44,1015,100,16.56,320,90,rain,3.0,445.766,3.1682,2124
2016,12,7,11,0,7298.0,2.68,1016,95,12.96,330,90,rain,1.7666666666666668,448.001,8.22122,2122
2016,12,7,12,0,7281.0,3.29,1015,96,11.16,300,90,None,0,440.453,4.26261,2123
2016,12,7,13,0,7695.0,3.99,1015,95,7.5600000000000005,310,90,None,0,443.049,5.21341,2124
2016,12,7,14,0,9149.0,4.59,1014,88,5.4,20,90,None,0,443.045,6.58326,2122
2016,12,7,15,0,9908.0,4.62,1014,92,5.4,100,90,None,0,445.592,5.28589,2125
2016,12,7,16,0,10435.0,4.65,1014,92,5.4,70,90,None,0,442.707,6.09881,1975
2016,12,7,17,0,11263.0,4.67,1015,85,4.824000000000001,248,90,None,0,454.893,6.64019,2123
2016,12,7,18,0,10064.0,4.73,1015,88,7.5600000000000005,320,90,None,0,459.925,5.65714,2122
2016,12,7,19,0,7670.0,4.17,1016,92,4.716,252,90,None,0,465.777,6.12999,2123
2016,12,7,20,0,5885.0,4.44,1016,82,12.96,240,40,None,0,456.14,5.30599,2123
2016,12,7,21,0,5062.0,2.8,1016,88,14.76,210,20,None,0,452.044,4.74058,2122
2016,12,7,22,0,3143.0,2.58,1016,92,11.16,240,20,None,0,454.784,5.58317,2123
2016,12,7,23,0,2121.0,3,1016,75,9.360000000000001,240,40,None,0,451.345,3.86191,2123
2016,12,8,0,0,1172.0,2.06,1015,89,12.96,210,75,None,0,447.131,4.19295,1974
2016,12,8,1,0,674.0,1.43,1015,88,12.96,220,75,None,0,449.27,3.63717,2123
2016,12,8,2,0,493.0,1.74,1015,85,14.76,260,1,None,0,447.874,5.69331,2120
2016,12,8,3,0,490.0,1.37,1015,88,11.16,260,1,None,0,448.271,4.54962,2124
2016,12,8,4,0,1237.0,1.7,1014,79,14.76,270,1,None,0,447.958,4.21144,2122
2016,12,8,5,0,3739.0,1.24,1014,85,12.96,220,40,None,0,456.214,9.74669,2123
2016,12,8,6,0,8287.0,0.56,1014,89,12.96,210,40,None,0,476.742,5.07609,2122
2016,12,8,7,0,11943.0,0.07,1014,92,9.360000000000001,210,20,None,0,481.717,9.42318,2121
2016,12,8,8,0,11756.0,0.57,1014,89,7.5600000000000005,200,40,None,0,478.715,8.0113,1974
2016,12,8,9,0,9070.0,1.2,1013,88,12.96,230,75,None,0,460.323,8.18914,2122
2016,12,8,10,0,8313.0,2.19,1013,85,12.96,230,75,None,0,449.526,5.4026,2119
2016,12,8,11,0,7448.0,3.25,1013,85,14.76,220,40,None,0,448.813,5.07108,2120
2016,12,8,12,0,7717.0,4.29,1012,73,14.76,260,90,None,0,443.767,4.65773,2123
2016,12,8,13,0,7953.0,4.92,1010,73,16.56,220,90,None,0,437.587,4.69331,2123
2016,12,8,14,0,9549.0,5.51,1009,61,16.56,280,90,None,0,437.837,4.51758,2125
2016,12,8,15,0,11019.0,5.31,1009,64,14.76,240,90,None,0,432.058,4.65606,2121
2016,12,8,16,0,10446.0,5.2,1009,61,22.32,260,75,None,0,438.017,6.21045,1977
2016,12,8,17,0,10728.0,4.6,1009,56,16.56,280,40,None,0,447.631,6.02638,2123
2016,12,8,18,0,10240.0,3.37,1009,59,16.56,280,40,None,0,447.24,5.66874,2123
2016,12,8,19,0,8728.0,2.98,1010,62,18.36,270,20,None,0,442.184,5.93732,2122
2016,12,8,20,0,6267.0,2.21,1010,64,16.56,280,20,None,0,431.505,3.28662,2123
2016,12,8,21,0,5714.0,1.72,1010,56,25.92,280,20,None,0,429.966,2.85461,2123
2016,12,8,22,0,4111.0,0.49,1010,49,25.92,280,1,None,0,427.942,2.58604,2122
2016,12,8,23,0,2635.0,-0.12,1010,51,25.92,270,1,None,0,424.593,2.26148,2125
2016,12,9,0,0,1655.0,0.79,1010,51,33.480000000000004,270,1,None,0,422.929,1.99235,1975
2016,12,9,1,0,878.0,-0.23,1010,49,31.680000000000003,270,1,None,0,422.696,1.68182,2125
2016,12,9,2,0,688.0,-0.27,1010,47,29.52,270,1,None,0,423.631,2.04307,2125
2016,12,9,3,0,626.0,-0.45,1011,51,18.36,260,1,None,0,428.556,3.32,2124
2016,12,9,4,0,1286.0,-0.63,1011,51,29.52,270,1,None,0,427.08,1.63658,2121
2016,12,9,5,0,3522.0,-0.99,1011,53,14.76,240,1,None,0,426.121,1.70512,2125
2016,12,9,6,0,7871.0,-0.53,1011,55,20.52,240,1,None,0,431.604,3.37225,2126
2016,12,9,7,0,11062.0,-0.51,1012,55,24.12,260,20,None,0,436.693,3.6784,2125
2016,12,9,8,0,11470.0,-0.92,1012,58,27.720000000000002,270,20,None,0,425.197,5.38767,1978
2016,12,9,9,0,9055.0,-0.18,1013,55,22.32,270,20,None,0,417.85,2.15906,2125
2016,12,9,10,0,8041.0,0.75,1013,49,31.680000000000003,290,20,None,0,417.753,3.11023,2124
2016,12,9,11,0,7599.0,1.15,1014,43,29.52,300,20,None,0,418.099,2.60165,2122
2016,12,9,12,0,8037.0,1.64,1014,39,38.88,300,20,None,0,416.998,3.20911,2127
2016,12,9,13,0,8697.0,1.68,1014,39,29.52,300,40,None,0,417.23,3.01671,2122
2016,12,9,14,0,10283.0,1.94,1014,36,29.52,290,20,None,0,416.007,2.34704,2126
2016,12,9,15,0,10737.0,1.47,1014,36,37.080000000000005,300,20,None,0,416.591,2.9886,2125
2016,12,9,16,0,10443.0,1.5,1015,36,25.92,310,20,None,0,417.59,2.13393,1979
2016,12,9,17,0,9911.0,0.48,1016,37,27.720000000000002,300,20,None,0,416.202,1.91866,2127
2016,12,9,18,0,10160.0,-0.55,1017,39,20.52,320,20,None,0,416.492,1.9811,2122
2016,12,9,19,0,8386.0,-1.3,1018,39,22.32,300,20,None,0,415.48,1.41297,2123
2016,12,9,20,0,5855.0,-1.56,1019,40,20.52,320,1,None,0,414.082,1.67058,2127
2016,12,9,21,0,5116.0,-2.37,1020,40,22.32,310,20,None,0,414.645,1.77029,2122
2016,12,9,22,0,4218.0,-2.79,1021,40,25.92,290,20,None,0,418.536,3.0287,2127
2016,12,9,23,0,3454.0,-3.4,1021,40,27.720000000000002,280,20,None,0,417.236,1.49094,2127
2016,12,10,0,0,2463.0,-3.74,1021,47,22.32,310,20,None,0,415.739,1.39309,1979
2016,12,10,1,0,1701.0,-4.34,1022,54,25.92,320,1,None,0,414.765,1.89725,2125
2016,12,10,2,0,1339.0,-4.67,1022,49,16.56,310,20,None,0,415.122,2.70067,2127
2016,12,10,3,0,817.0,-4.85,1023,49,24.12,290,1,None,0,417.335,3.02136,2129
2016,12,10,4,0,954.0,-5.6,1023,49,29.52,290,1,None,0,420.006,3.5752,2126
2016,12,10,5,0,1558.0,-5.85,1023,49,20.52,290,20,None,0,424.829,2.55061,2126
2016,12,10,6,0,2636.0,-6.51,1023,51,16.56,290,20,None,0,424.659,3.08142,2127
2016,12,10,7,0,4009.0,-6.73,1024,54,22.32,280,20,None,0,425.722,2.79501,2125
2016,12,10,8,0,4903.0,-6.82,1025,56,16.56,280,20,None,0,422.685,3.68369,1978
2016,12,10,9,0,6059.0,-6.23,1025,54,18.36,290,20,None,0,417.339,2.71329,2127
2016,12,10,10,0,7445.0,-5.16,1026,49,24.12,290,40,None,0,416.781,3.06256,2122
2016,12,10,11,0,7652.0,-4.48,1026,47,25.92,300,40,None,0,415.93,2.35754,2123
2016,12,10,12,0,8225.0,-3.83,1026,43,22.32,280,40,None,0,415.385,2.12553,2116
2016,12,10,13,0,8292.0,-3.05,1025,40,18.36,280,40,None,0,415.213,2.28301,2127
2016,12,10,14,0,8739.0,-2.16,1025,36,25.92,310,40,None,0,417.047,2.59089,2125
2016,12,10,15,0,8821.0,-2.07,1024,33,20.52,270,20,None,0,416.452,2.68804,2129
2016,12,10,16,0,8806.0,-2.29,1025,35,22.32,270,20,None,0,417.711,1.94871,1979
2016,12,10,17,0,8492.0,-2.78,1026,34,24.12,300,20,None,0,422.241,2.87491,2129
2016,12,10,18,0,8258.0,-3.66,1027,36,18.36,310,20,None,0,427.407,3.55033,2128
2016,12,10,19,0,6916.0,-4.11,1028,37,22.32,330,20,None,0,428.395,2.40134,2124
2016,12,10,20,0,5151.0,-4.68,1028,41,16.56,330,1,None,0,429.871,3.98635,2127
2016,12,10,21,0,4979.0,-5.75,1029,47,16.56,350,1,None,0,433.348,2.57509,2129
2016,12,10,22,0,5820.0,-6.78,1029,45,11.16,330,20,None,0,430.715,3.31163,2127
2016,12,10,23,0,4433.0,-7.62,1030,49,11.16,330,1,None,0,435.324,4.28287,2128
2016,12,11,0,0,3069.0,-7.7,1030,47,7.5600000000000005,320,1,None,0,435.754,12.4849,1974
2016,12,11,1,0,2340.0,-7.73,1030,51,7.5600000000000005,300,1,None,0,478.571,9.28843,2125
2016,12,11,2,0,1550.0,-8.23,1030,49,9.360000000000001,300,1,None,0,488.0,7.92884,2125
2016,12,11,3,0,787.0,-8.14,1031,49,7.5600000000000005,300,1,None,0,502.004,5.67215,2123
2016,12,11,4,0,713.0,-8.42,1031,54,7.5600000000000005,300,1,None,0,503.672,3.83886,2124
2016,12,11,5,0,982.0,-8.3,1031,58,7.5600000000000005,310,1,None,0,518.101,7.26424,2121
2016,12,11,6,0,1562.0,-8.56,1031,58,7.5600000000000005,310,1,None,0,526.79,9.1754,2123
2016,12,11,7,0,2268.0,-8.92,1032,67,7.5600000000000005,350,20,None,0,536.684,10.7625,2117
2016,12,11,8,0,3217.0,-9.29,1033,67,5.5440000000000005,320,20,None,0,492.651,8.99965,1973
2016,12,11,9,0,4541.0,-7.85,1033,67,8.46,272,20,None,0,464.501,11.4559,2124
2016,12,11,10,0,6450.0,-5.65,1034,65,11.16,220,40,None,0,438.643,4.59706,2127
2016,12,11,11,0,7071.0,-2.38,1034,57,12.96,260,40,None,0,426.959,4.89254,2126
2016,12,11,12,0,7538.0,-0.68,1033,49,9.360000000000001,270,40,None,0,422.841,2.98802,2127
2016,12,11,13,0,7820.0,0.21,1032,46,11.16,220,40,None,0,423.41,3.59019,2126
2016,12,11,14,0,8139.0,0.59,1032,42,14.76,200,40,None,0,426.036,4.34564,2127
2016,12,11,15,0,8201.0,0.68,1031,39,20.52,230,40,None,0,428.316,3.83611,2126
2016,12,11,16,0,7992.0,0.65,1030,41,12.96,210,90,None,0,434.004,4.72259,1972
2016,12,11,17,0,7636.0,0.28,1030,39,14.76,220,90,None,0,436.573,5.25047,2128
2016,12,11,18,0,6314.0,-0.22,1030,48,20.52,200,90,None,0,437.907,5.7736,2127
2016,12,11,19,0,5165.0,-0.78,1031,49,14.76,210,90,None,0,440.861,5.29817,2124
2016,12,11,20,0,4517.0,-0.76,1030,49,18.36,200,90,None,0,442.184,6.35684,2125
2016,12,11,21,0,3882.0,-0.83,1030,46,14.76,200,90,None,0,436.426,3.44787,2124
2016,12,11,22,0,2954.0,-0.77,1029,53,18.36,190,90,None,0,434.252,3.88724,2125
2016,12,11,23,0,1759.0,-0.77,1028,55,12.96,190,90,None,0,438.26,3.50008,2125
2016,12,12,0,0,1224.0,-2.01,1028,74,11.16,180,90,snow,5.0,445.215,5.00988,1975
2016,12,12,1,0,695.0,-2.1,1027,92,11.16,180,90,snow,7.7,450.315,5.61574,2122
2016,12,12,2,0,536.0,-2.06,1025,100,7.416,170,90,snow,9.0,442.377,6.78472,2125
2016,12,12,3,0,507.0,-1.48,1024,100,9.360000000000001,160,90,snow,5.0,435.229,2.61277,2126
2016,12,12,4,0,1361.0,-0.83,1022,95,9.360000000000001,100,90,snow,2.7,431.27,2.36821,2124
2016,12,12,5,0,3578.0,-0.3,1019,95,22.32,130,90,snow,2.0,433.904,2.44094,2126
2016,12,12,6,0,7223.0,0.72,1017,100,27.720000000000002,130,90,rain,8.0,444.944,4.46049,2122
2016,12,12,7,0,10379.0,1.95,1014,100,16.56,140,90,rain,9.0,447.381,4.53381,2120
